event,fighter1,fighter2,gender,weight_class,title_fight,winner,method_of_winning,number_of_rounds,round_won,time_won,fight_url
UFC Fight Night: Lewis vs. Dos Santos,Alex Morono,Zak Ottow,M,Welterweight,NULL,Alex Morono,KO/TKO,3,1,3:34,http://ufcstats.com/fight-details/583f2c3cd0e2385b
UFC Fight Night: Lewis vs. Dos Santos,Alex White,Dan Moret,M,Lightweight,NULL,Alex White,Decision,3,3,5:00,http://ufcstats.com/fight-details/6c9bf1d285cf5dd4
UFC 235: Jones vs. Smith,Jon Jones,Anthony Smith,M,Heavyweight,Title Fight,Jon Jones,Decision,5,5,5:00,http://ufcstats.com/fight-details/5b9f545890407976
UFC 235: Jones vs. Smith,Tyron Woodley,Kamaru Usman,M,Welterweight,Title Fight,Kamaru Usman,Decision,5,5,5:00,http://ufcstats.com/fight-details/851645c373f50e16
UFC 235: Jones vs. Smith,Robbie Lawler,Ben Askren,M,Welterweight,NULL,Ben Askren,Submission,3,1,3:20,http://ufcstats.com/fight-details/97dabff880f33202
UFC 235: Jones vs. Smith,Tecia Pennington,Zhang Weili,F,Women's Strawweight,NULL,Zhang Weili,Decision,3,3,5:00,http://ufcstats.com/fight-details/ec149b086b0e7fac
UFC 235: Jones vs. Smith,Cody Garbrandt,Pedro Munhoz,M,Bantamweight,NULL,Pedro Munhoz,KO/TKO,3,1,4:52,http://ufcstats.com/fight-details/39fa341fb9161d6f
UFC 235: Jones vs. Smith,Jeremy Stephens,Zabit Magomedsharipov,M,Featherweight,NULL,Zabit Magomedsharipov,Decision,3,3,5:00,http://ufcstats.com/fight-details/bac3ac8d7330d05d
UFC 235: Jones vs. Smith,Misha Cirkunov,Johnny Walker,M,Heavyweight,NULL,Johnny Walker,KO/TKO,3,1,0:36,http://ufcstats.com/fight-details/7adaf85915993137
UFC 235: Jones vs. Smith,Cody Stamann,Alejandro Perez,M,Bantamweight,NULL,Cody Stamann,Decision,3,3,5:00,http://ufcstats.com/fight-details/3744d4cdaa6b242b
UFC 235: Jones vs. Smith,Diego Sanchez,Mickey Gall,M,Welterweight,NULL,Diego Sanchez,KO/TKO,3,2,4:13,http://ufcstats.com/fight-details/e3826e06d68ed4af
UFC 235: Jones vs. Smith,Edmen Shahbazyan,Charles Byrd,M,Middleweight,NULL,Edmen Shahbazyan,KO/TKO,3,1,0:38,http://ufcstats.com/fight-details/7a26c9407ef64e10
UFC 235: Jones vs. Smith,Gina Mazany,Macy Chiasson,F,Women's Bantamweight,NULL,Macy Chiasson,KO/TKO,3,1,1:49,http://ufcstats.com/fight-details/8adc6266a7c2fd40
UFC 235: Jones vs. Smith,Polyana Viana,Hannah Cifers,F,Women's Strawweight,NULL,Hannah Cifers,Decision,3,3,5:00,http://ufcstats.com/fight-details/0405e4446e8f239a
UFC Fight Night: Blachowicz vs. Santos,Jan Blachowicz,Thiago Santos,M,Heavyweight,NULL,Thiago Santos,KO/TKO,5,3,0:39,http://ufcstats.com/fight-details/cb010b41cd20a1ed
UFC Fight Night: Blachowicz vs. Santos,Stefan Struve,Marcos Rogerio de Lima,M,Heavyweight,NULL,Stefan Struve,Submission,3,2,2:21,http://ufcstats.com/fight-details/4de28817db9fc9d8
UFC Fight Night: Blachowicz vs. Santos,Gian Villante,Michal Oleksiejczuk,M,Heavyweight,NULL,Michal Oleksiejczuk,KO/TKO,3,1,1:34,http://ufcstats.com/fight-details/34c649f3f43a919b
UFC Fight Night: Blachowicz vs. Santos,Liz Carmouche,Lucie Pudilova,F,Women's Flyweight,NULL,Liz Carmouche,Decision,3,3,5:00,http://ufcstats.com/fight-details/1db00b3e736c22bf
UFC Fight Night: Blachowicz vs. Santos,John Dodson,Petr Yan,M,Bantamweight,NULL,Petr Yan,Decision,3,3,5:00,http://ufcstats.com/fight-details/244aa8f002274344
UFC Fight Night: Blachowicz vs. Santos,Magomed Ankalaev,Klidson Abreu,M,Heavyweight,NULL,Magomed Ankalaev,Decision,3,3,5:00,http://ufcstats.com/fight-details/14c505d7ad55883c
UFC Fight Night: Blachowicz vs. Santos,Dwight Grant,Carlo Pedersoli Jr.,M,Welterweight,NULL,Dwight Grant,KO/TKO,3,1,4:59,http://ufcstats.com/fight-details/fd438db3e60f062a
UFC Fight Night: Blachowicz vs. Santos,Daniel Teymur,Chris Fishgold,M,Featherweight,NULL,Chris Fishgold,Submission,3,2,1:10,http://ufcstats.com/fight-details/c827f5212a34bf2e
UFC Fight Night: Blachowicz vs. Santos,Veronica Hardy,Gillian Robertson,F,Women's Flyweight,NULL,Gillian Robertson,Submission,3,2,3:27,http://ufcstats.com/fight-details/4e22e3cdb8757be1
UFC Fight Night: Blachowicz vs. Santos,Damir Hadzovic,Marco Polo Reyes,M,Lightweight,NULL,Damir Hadzovic,KO/TKO,3,2,2:03,http://ufcstats.com/fight-details/18d6df67968bf06b
UFC Fight Night: Blachowicz vs. Santos,Michel Prazeres,Ismail Naurdiev,M,Welterweight,NULL,Ismail Naurdiev,Decision,3,3,5:00,http://ufcstats.com/fight-details/c77486266b05f934
UFC Fight Night: Blachowicz vs. Santos,Rustam Khabilov,Diego Ferreira,M,Lightweight,NULL,Diego Ferreira,Decision,3,3,5:00,http://ufcstats.com/fight-details/9af62d6e404c1002
UFC Fight Night: Blachowicz vs. Santos,Damir Ismagulov,Joel Alvarez,M,Lightweight,NULL,Damir Ismagulov,Decision,3,3,5:00,http://ufcstats.com/fight-details/e4b13f7f43018ec0
UFC Fight Night: Ngannou vs. Velasquez,Francis Ngannou,Cain Velasquez,M,Heavyweight,NULL,Francis Ngannou,KO/TKO,5,1,0:26,http://ufcstats.com/fight-details/01983cba42704c49
UFC Fight Night: Ngannou vs. Velasquez,James Vick,Paul Felder,M,Lightweight,NULL,Paul Felder,Decision,3,3,5:00,http://ufcstats.com/fight-details/a212e4c197983ad1
UFC Fight Night: Ngannou vs. Velasquez,Cortney Casey,Cynthia Calvillo,F,Women's Strawweight,NULL,Cynthia Calvillo,Decision,3,3,5:00,http://ufcstats.com/fight-details/354425c41008a01f
UFC Fight Night: Ngannou vs. Velasquez,Alex Caceres,Kron Gracie,M,Featherweight,NULL,Kron Gracie,Submission,3,1,2:06,http://ufcstats.com/fight-details/c8bc7e668ffffc7c
UFC Fight Night: Ngannou vs. Velasquez,Vicente Luque,Bryan Barberena,M,Welterweight,NULL,Vicente Luque,KO/TKO,3,3,4:54,http://ufcstats.com/fight-details/1521f94cafdfd783
UFC Fight Night: Ngannou vs. Velasquez,Andre Fili,Myles Jury,M,Featherweight,NULL,Andre Fili,Decision,3,3,5:00,http://ufcstats.com/fight-details/0a4247ba4ae1cca5
UFC Fight Night: Ngannou vs. Velasquez,Jimmie Rivera,Aljamain Sterling,M,Bantamweight,NULL,Aljamain Sterling,Decision,3,3,5:00,http://ufcstats.com/fight-details/58e21d505c082a9e
UFC Fight Night: Ngannou vs. Velasquez,Benito Lopez,Manny Bermudez,M,Bantamweight,NULL,Manny Bermudez,Submission,3,1,3:09,http://ufcstats.com/fight-details/0d698108c5f5d1d6
UFC Fight Night: Ngannou vs. Velasquez,Ashlee Evans-Smith,Andrea Lee,F,Women's Flyweight,NULL,Andrea Lee,Decision,3,3,5:00,http://ufcstats.com/fight-details/bdeca00572419011
UFC Fight Night: Ngannou vs. Velasquez,Scott Holtzman,Nik Lentz,M,Lightweight,NULL,Nik Lentz,Decision,3,3,5:00,http://ufcstats.com/fight-details/f96f719ad667dd96
UFC Fight Night: Ngannou vs. Velasquez,Renan Barao,Luke Sanders,M,Bantamweight,NULL,Luke Sanders,KO/TKO,3,2,1:01,http://ufcstats.com/fight-details/7fec3b1ec923ad24
UFC Fight Night: Ngannou vs. Velasquez,Aleksandra Albu,Emily Whitmire,F,Women's Strawweight,NULL,Emily Whitmire,Submission,3,1,1:01,http://ufcstats.com/fight-details/a9184def876faec6
UFC 234: Adesanya vs. Silva,Israel Adesanya,Anderson Silva,M,Middleweight,NULL,Israel Adesanya,Decision,3,3,5:00,http://ufcstats.com/fight-details/4eb91cfc892a108e
UFC 234: Adesanya vs. Silva,Lando Vannata,Marcos Mariano,M,Lightweight,NULL,Lando Vannata,Submission,3,1,4:55,http://ufcstats.com/fight-details/aa71cf96ba4e5a36
UFC 234: Adesanya vs. Silva,Rani Yahya,Ricky Simon,M,Bantamweight,NULL,Ricky Simon,Decision,3,3,5:00,http://ufcstats.com/fight-details/069e3e704cbf6337
UFC 234: Adesanya vs. Silva,Montana De La Rosa,Nadia Kassem,F,Women's Flyweight,NULL,Montana De La Rosa,Submission,3,2,2:37,http://ufcstats.com/fight-details/fd1854062406d287
UFC 234: Adesanya vs. Silva,Jimmy Crute,Sam Alvey,M,Heavyweight,NULL,Jimmy Crute,KO/TKO,3,1,2:49,http://ufcstats.com/fight-details/e4862c4f20117cb8
UFC 234: Adesanya vs. Silva,Devonte Smith,Dong Hyun Ma,M,Lightweight,NULL,Devonte Smith,KO/TKO,3,1,3:53,http://ufcstats.com/fight-details/5ff8463edf8155c0
UFC 234: Adesanya vs. Silva,Shane Young,Austin Arnett,M,Featherweight,NULL,Shane Young,Decision,3,3,5:00,http://ufcstats.com/fight-details/49f7186e1e3cf6c8
UFC 234: Adesanya vs. Silva,Kai Kara-France,Raulian Paiva,M,Flyweight,NULL,Kai Kara-France,Decision,3,3,5:00,http://ufcstats.com/fight-details/51db35a3cf225bda
UFC 234: Adesanya vs. Silva,Teruto Ishihara,Kyung Ho Kang,M,Bantamweight,NULL,Kyung Ho Kang,Submission,3,1,3:59,http://ufcstats.com/fight-details/b247a1900cfae052
UFC 234: Adesanya vs. Silva,Callan Potter,Jalin Turner,M,Lightweight,NULL,Jalin Turner,KO/TKO,3,1,0:53,http://ufcstats.com/fight-details/11c0ef97497303ef
UFC 234: Adesanya vs. Silva,Wulijiburen,Jonathan Martinez,M,Bantamweight,NULL,Jonathan Martinez,Decision,3,3,5:00,http://ufcstats.com/fight-details/8e43d61ca6f2d904
UFC Fight Night: Assuncao vs. Moraes 2,Raphael Assuncao,Marlon Moraes,M,Bantamweight,NULL,Marlon Moraes,Submission,5,1,3:17,http://ufcstats.com/fight-details/4e8b2357fea211e9
UFC Fight Night: Assuncao vs. Moraes 2,Jose Aldo,Renato Moicano,M,Featherweight,NULL,Jose Aldo,KO/TKO,3,2,0:44,http://ufcstats.com/fight-details/300f1489174a3ece
UFC Fight Night: Assuncao vs. Moraes 2,Demian Maia,Lyman Good,M,Welterweight,NULL,Demian Maia,Submission,3,1,2:38,http://ufcstats.com/fight-details/ce246b336b6bd638
UFC Fight Night: Assuncao vs. Moraes 2,Charles Oliveira,David Teymur,M,Lightweight,NULL,Charles Oliveira,Submission,3,2,0:55,http://ufcstats.com/fight-details/85036b967403cdab
UFC Fight Night: Assuncao vs. Moraes 2,Johnny Walker,Justin Ledet,M,Heavyweight,NULL,Johnny Walker,KO/TKO,3,1,0:15,http://ufcstats.com/fight-details/44cfd4330eb6e2bf
UFC Fight Night: Assuncao vs. Moraes 2,Livinha Souza,Sarah Frota,F,Women's Strawweight,NULL,Livinha Souza,Decision,3,3,5:00,http://ufcstats.com/fight-details/53abea410a0541c8
UFC Fight Night: Assuncao vs. Moraes 2,Markus Perez,Anthony Hernandez,M,Middleweight,NULL,Markus Perez,Submission,3,2,1:07,http://ufcstats.com/fight-details/ebb685a81f65ce1b
UFC Fight Night: Assuncao vs. Moraes 2,Mara Romero Borella,Taila Santos,F,Women's Flyweight,NULL,Mara Romero Borella,Decision,3,3,5:00,http://ufcstats.com/fight-details/904e0e46392dff93
UFC Fight Night: Assuncao vs. Moraes 2,Thiago Alves,Max Griffin,M,Welterweight,NULL,Thiago Alves,Decision,3,3,5:00,http://ufcstats.com/fight-details/59097097bc09cdef
UFC Fight Night: Assuncao vs. Moraes 2,Junior Albini,Jairzinho Rozenstruik,M,Heavyweight,NULL,Jairzinho Rozenstruik,KO/TKO,3,2,0:54,http://ufcstats.com/fight-details/491b7d974254596d
UFC Fight Night: Assuncao vs. Moraes 2,Geraldo de Freitas,Felipe Colares,M,Featherweight,NULL,Geraldo de Freitas,Decision,3,3,5:00,http://ufcstats.com/fight-details/818456a713fdabe6
UFC Fight Night: Assuncao vs. Moraes 2,Ricardo Ramos,Said Nurmagomedov,M,Bantamweight,NULL,Said Nurmagomedov,KO/TKO,3,1,2:28,http://ufcstats.com/fight-details/9192053a3884aadf
UFC Fight Night: Assuncao vs. Moraes 2,Bibulatov Magomed,Rogerio Bontorin,M,Flyweight,NULL,Rogerio Bontorin,Decision,3,3,5:00,http://ufcstats.com/fight-details/8f8a6c578308d014
UFC Fight Night: Cejudo vs. Dillashaw,Henry Cejudo,TJ Dillashaw,M,Flyweight,Title Fight,Henry Cejudo,KO/TKO,5,1,0:32,http://ufcstats.com/fight-details/85511ab7fd9ed061
UFC Fight Night: Cejudo vs. Dillashaw,Greg Hardy,Allen Crowder,M,Heavyweight,NULL,Allen Crowder,DQ,3,2,2:28,http://ufcstats.com/fight-details/8da2c348ba6001a0
UFC Fight Night: Cejudo vs. Dillashaw,Gregor Gillespie,Yancy Medeiros,M,Lightweight,NULL,Gregor Gillespie,KO/TKO,3,2,4:59,http://ufcstats.com/fight-details/0261adcfc6e49150
UFC Fight Night: Cejudo vs. Dillashaw,Joseph Benavidez,Dustin Ortiz,M,Flyweight,NULL,Joseph Benavidez,Decision,3,3,5:00,http://ufcstats.com/fight-details/4738cd4cd8d33eeb
UFC Fight Night: Cejudo vs. Dillashaw,Paige VanZant,Rachael Ostovich,F,Women's Flyweight,NULL,Paige VanZant,Submission,3,2,1:50,http://ufcstats.com/fight-details/7ddd21d48e3b34b9
UFC Fight Night: Cejudo vs. Dillashaw,Glover Teixeira,Karl Roberson,M,Heavyweight,NULL,Glover Teixeira,Submission,3,1,3:21,http://ufcstats.com/fight-details/5d1f24e034772338
UFC Fight Night: Cejudo vs. Dillashaw,Alexander Hernandez,Donald Cerrone,M,Lightweight,NULL,Donald Cerrone,KO/TKO,3,2,3:43,http://ufcstats.com/fight-details/3dd0951b8855137d
UFC Fight Night: Cejudo vs. Dillashaw,Joanne Wood,Ariane da Silva,F,Women's Flyweight,NULL,Joanne Wood,Decision,3,3,5:00,http://ufcstats.com/fight-details/77c6a6f33289b872
UFC Fight Night: Cejudo vs. Dillashaw,Alonzo Menifield,Vinicius Moreira,M,Heavyweight,NULL,Alonzo Menifield,KO/TKO,3,1,3:56,http://ufcstats.com/fight-details/8a9c8f1d53d8c664
UFC Fight Night: Cejudo vs. Dillashaw,Cory Sandhagen,Mario Bautista,M,Bantamweight,NULL,Cory Sandhagen,Submission,3,1,3:31,http://ufcstats.com/fight-details/efbab76bedbfb65d
UFC Fight Night: Cejudo vs. Dillashaw,Dennis Bermudez,Te Edwards,M,Lightweight,NULL,Dennis Bermudez,Decision,3,3,5:00,http://ufcstats.com/fight-details/2ea1f463620bcd3d
UFC Fight Night: Cejudo vs. Dillashaw,Belal Muhammad,Geoff Neal,M,Welterweight,NULL,Geoff Neal,Decision,3,3,5:00,http://ufcstats.com/fight-details/2cc1fe3570999428
UFC Fight Night: Cejudo vs. Dillashaw,Kyle Stewart,Chance Rencountre,M,Welterweight,NULL,Chance Rencountre,Submission,3,1,2:25,http://ufcstats.com/fight-details/e76227f395b94e47
UFC 232: Jones vs. Gustafsson 2,Jon Jones,Alexander Gustafsson,M,Heavyweight,Title Fight,Jon Jones,KO/TKO,5,3,2:02,http://ufcstats.com/fight-details/ceaae1db8ccde29c
UFC 232: Jones vs. Gustafsson 2,Cristiane Justino,Amanda Nunes,F,Women's Featherweight,Title Fight,Amanda Nunes,KO/TKO,5,1,0:51,http://ufcstats.com/fight-details/3278e45b30f7dd33
UFC 232: Jones vs. Gustafsson 2,Carlos Condit,Michael Chiesa,M,Welterweight,NULL,Michael Chiesa,Submission,3,2,0:56,http://ufcstats.com/fight-details/1ca41d3b11d88b36
UFC 232: Jones vs. Gustafsson 2,Ilir Latifi,Corey Anderson,M,Heavyweight,NULL,Corey Anderson,Decision,3,3,5:00,http://ufcstats.com/fight-details/9ee818e10dcf3b45
UFC 232: Jones vs. Gustafsson 2,Chad Mendes,Alexander Volkanovski,M,Featherweight,NULL,Alexander Volkanovski,KO/TKO,3,2,4:14,http://ufcstats.com/fight-details/a5ea53104392fa9f
UFC 232: Jones vs. Gustafsson 2,Cat Zingano,Megan Anderson,F,Women's Featherweight,NULL,Megan Anderson,KO/TKO,3,1,1:01,http://ufcstats.com/fight-details/b0e16dd491bc4fea
UFC 232: Jones vs. Gustafsson 2,Douglas Silva de Andrade,Petr Yan,M,Bantamweight,NULL,Petr Yan,KO/TKO,3,2,5:00,http://ufcstats.com/fight-details/498e7b0800af226c
UFC 232: Jones vs. Gustafsson 2,BJ Penn,Ryan Hall,M,Lightweight,NULL,Ryan Hall,Submission,3,1,2:46,http://ufcstats.com/fight-details/bd7a8c6c74655afc
UFC 232: Jones vs. Gustafsson 2,Nathaniel Wood,Andre Ewell,M,Bantamweight,NULL,Nathaniel Wood,Submission,3,3,4:12,http://ufcstats.com/fight-details/61bf6748cf85eb84
UFC 232: Jones vs. Gustafsson 2,Uriah Hall,Bevon Lewis,M,Middleweight,NULL,Uriah Hall,KO/TKO,3,3,1:32,http://ufcstats.com/fight-details/4de25b19c4dedb14
UFC 232: Jones vs. Gustafsson 2,Curtis Millender,Siyar Bahadurzada,M,Welterweight,NULL,Curtis Millender,Decision,3,3,5:00,http://ufcstats.com/fight-details/3f5a623cf360c494
UFC 232: Jones vs. Gustafsson 2,Brian Kelleher,Montel Jackson,M,Bantamweight,NULL,Montel Jackson,Submission,3,1,1:40,http://ufcstats.com/fight-details/8ce926b4d38a55a0
UFC Fight Night: Lee vs. Iaquinta,Kevin Lee,Al Iaquinta,M,Lightweight,NULL,Al Iaquinta,Decision,5,5,5:00,http://ufcstats.com/fight-details/b9c82dfde8b66e37
UFC Fight Night: Lee vs. Iaquinta,Edson Barboza,Dan Hooker,M,Lightweight,NULL,Edson Barboza,KO/TKO,3,3,2:19,http://ufcstats.com/fight-details/920b6f739a36e721
UFC Fight Night: Lee vs. Iaquinta,Rob Font,Sergio Pettis,M,Bantamweight,NULL,Rob Font,Decision,3,3,5:00,http://ufcstats.com/fight-details/4da4c5ef6a4ffc5b
UFC Fight Night: Lee vs. Iaquinta,Jim Miller,Charles Oliveira,M,Lightweight,NULL,Charles Oliveira,Submission,3,1,1:15,http://ufcstats.com/fight-details/f3e289f1423c0e6f
UFC Fight Night: Lee vs. Iaquinta,Zak Ottow,Dwight Grant,M,Welterweight,NULL,Zak Ottow,Decision,3,3,5:00,http://ufcstats.com/fight-details/c0ab927864bb6e98
UFC Fight Night: Lee vs. Iaquinta,King Green,Drakkar Klose,M,Lightweight,NULL,Drakkar Klose,Decision,3,3,5:00,http://ufcstats.com/fight-details/b69d3d55c84f5dd6
UFC Fight Night: Lee vs. Iaquinta,Jared Gordon,Joaquim Silva,M,Lightweight,NULL,Joaquim Silva,KO/TKO,3,3,2:39,http://ufcstats.com/fight-details/92fd2127f46b0cb7
UFC Fight Night: Lee vs. Iaquinta,Gerald Meerschaert,Jack Hermansson,M,Middleweight,NULL,Jack Hermansson,Submission,3,1,4:25,http://ufcstats.com/fight-details/986f0b480389ad25
UFC Fight Night: Lee vs. Iaquinta,Trevor Smith,Zak Cummings,M,Middleweight,NULL,Zak Cummings,Decision,3,3,5:00,http://ufcstats.com/fight-details/bf41783b9446891e
UFC Fight Night: Lee vs. Iaquinta,Dan Ige,Jordan Griffin,M,Featherweight,NULL,Dan Ige,Decision,3,3,5:00,http://ufcstats.com/fight-details/1b6e5363eb81c409
UFC Fight Night: Lee vs. Iaquinta,Adam Milstead,Mike Rodriguez,M,Heavyweight,NULL,Mike Rodriguez,KO/TKO,3,1,2:59,http://ufcstats.com/fight-details/05f1e8ff81dbe05b
UFC Fight Night: Lee vs. Iaquinta,Chris de la Rocha,Juan Adams,M,Heavyweight,NULL,Juan Adams,KO/TKO,3,3,0:58,http://ufcstats.com/fight-details/c4f443509308dec6
UFC 231: Holloway vs. Ortega,Max Holloway,Brian Ortega,M,Featherweight,Title Fight,Max Holloway,TKO - Doctor's Stoppage,5,4,5:00,http://ufcstats.com/fight-details/4e55251b7a0df0c2
UFC 231: Holloway vs. Ortega,Valentina Shevchenko,Joanna Jedrzejczyk,F,Women's Flyweight,Title Fight,Valentina Shevchenko,Decision,5,5,5:00,http://ufcstats.com/fight-details/48a2a476d3b59866
UFC 231: Holloway vs. Ortega,Alex Oliveira,Gunnar Nelson,M,Welterweight,NULL,Gunnar Nelson,Submission,3,2,4:17,http://ufcstats.com/fight-details/3a42dd84680f444b
UFC 231: Holloway vs. Ortega,Hakeem Dawodu,Kyle Bochniak,M,Featherweight,NULL,Hakeem Dawodu,Decision,3,3,5:00,http://ufcstats.com/fight-details/e0e22d7bc5a293e8
UFC 231: Holloway vs. Ortega,Jimi Manuwa,Thiago Santos,M,Heavyweight,NULL,Thiago Santos,KO/TKO,3,2,0:41,http://ufcstats.com/fight-details/37a7dc68f3a0e65d
UFC 231: Holloway vs. Ortega,Claudia Gadelha,Nina Nunes,F,Women's Strawweight,NULL,Nina Nunes,Decision,3,3,5:00,http://ufcstats.com/fight-details/d5577e3272ef3032
UFC 231: Holloway vs. Ortega,Olivier Aubin-Mercier,Gilbert Burns,M,Lightweight,NULL,Gilbert Burns,Decision,3,3,5:00,http://ufcstats.com/fight-details/1fa8537d3992a09a
UFC 231: Holloway vs. Ortega,Katlyn Cerminara,Jessica Eye,F,Women's Flyweight,NULL,Jessica Eye,Decision,3,3,5:00,http://ufcstats.com/fight-details/00b1e95f6aea7027
UFC 231: Holloway vs. Ortega,Elias Theodorou,Eryk Anders,M,Middleweight,NULL,Elias Theodorou,Decision,3,3,5:00,http://ufcstats.com/fight-details/7d679c16024f6f38
UFC 231: Holloway vs. Ortega,Brad Katona,Matthew Lopez,M,Bantamweight,NULL,Brad Katona,Decision,3,3,5:00,http://ufcstats.com/fight-details/41feee2c08af2235
UFC 231: Holloway vs. Ortega,Chad Laprise,Dhiego Lima,M,Welterweight,NULL,Dhiego Lima,KO/TKO,3,1,1:37,http://ufcstats.com/fight-details/e909e34cdee01831
UFC 231: Holloway vs. Ortega,Diego Ferreira,Kyle Nelson,M,Lightweight,NULL,Diego Ferreira,KO/TKO,3,2,1:23,http://ufcstats.com/fight-details/fdc97f9b88bdef7d
UFC 231: Holloway vs. Ortega,Devin Clark,Aleksandar Rakic,M,Heavyweight,NULL,Aleksandar Rakic,KO/TKO,3,1,4:05,http://ufcstats.com/fight-details/19d1ae54681bc722
UFC Fight Night: Dos Santos vs. Tuivasa,Junior Dos Santos,Tai Tuivasa,M,Heavyweight,NULL,Junior Dos Santos,KO/TKO,5,2,2:30,http://ufcstats.com/fight-details/b6bd31215bd7ec1f
UFC Fight Night: Dos Santos vs. Tuivasa,Mauricio Rua,Tyson Pedro,M,Heavyweight,NULL,Mauricio Rua,KO/TKO,3,3,0:43,http://ufcstats.com/fight-details/20063242f6e40d31
UFC Fight Night: Dos Santos vs. Tuivasa,Mark Hunt,Justin Willis,M,Heavyweight,NULL,Justin Willis,Decision,3,3,5:00,http://ufcstats.com/fight-details/70feb2bfc12b97d4
UFC Fight Night: Dos Santos vs. Tuivasa,Jake Matthews,Anthony Rocco Martin,M,Welterweight,NULL,Anthony Rocco Martin,Submission,3,3,1:19,http://ufcstats.com/fight-details/60cc0ac9ace28324
UFC Fight Night: Dos Santos vs. Tuivasa,Suman Mokhtarian,Sodiq Yusuff,M,Featherweight,NULL,Sodiq Yusuff,KO/TKO,3,1,2:14,http://ufcstats.com/fight-details/0ac4f0c1b4d021f6
UFC Fight Night: Dos Santos vs. Tuivasa,Jimmy Crute,Paul Craig,M,Heavyweight,NULL,Jimmy Crute,Submission,3,3,4:51,http://ufcstats.com/fight-details/29f40d82bd128c65
UFC Fight Night: Dos Santos vs. Tuivasa,Yushin Okami,Aleksei Kunchenko,M,Welterweight,NULL,Aleksei Kunchenko,Decision,3,3,5:00,http://ufcstats.com/fight-details/73a299d44d2ef5cd
UFC Fight Night: Dos Santos vs. Tuivasa,Wilson Reis,Ben Nguyen,M,Flyweight,NULL,Wilson Reis,Decision,3,3,5:00,http://ufcstats.com/fight-details/fa9ec0b8c4b3a84a
UFC Fight Night: Dos Santos vs. Tuivasa,Keita Nakamura,Salim Touahri,M,Welterweight,NULL,Keita Nakamura,Decision,3,3,5:00,http://ufcstats.com/fight-details/94dcbc64641cbb6e
UFC Fight Night: Dos Santos vs. Tuivasa,Elias Garcia,Kai Kara-France,M,Flyweight,NULL,Kai Kara-France,Decision,3,3,5:00,http://ufcstats.com/fight-details/c65f4b4c0338d0c1
UFC Fight Night: Dos Santos vs. Tuivasa,Mizuto Hirota,Christos Giagos,M,Lightweight,NULL,Christos Giagos,Decision,3,3,5:00,http://ufcstats.com/fight-details/69279781a89c893e
UFC Fight Night: Dos Santos vs. Tuivasa,Alex Gorgees,Damir Ismagulov,M,Lightweight,NULL,Damir Ismagulov,Decision,3,3,5:00,http://ufcstats.com/fight-details/44c60f91b4f7b23d
The Ultimate Fighter: Heavy Hitters Finale,Rafael Dos Anjos,Kamaru Usman,M,Welterweight,NULL,Kamaru Usman,Decision,5,5,5:00,http://ufcstats.com/fight-details/0d077813b6164fe1
The Ultimate Fighter: Heavy Hitters Finale,Juan Espino,Justin Frazier,M,Heavyweight,Title Fight,Juan Espino,Submission,3,1,3:36,http://ufcstats.com/fight-details/cc73c73e6e3412d4
The Ultimate Fighter: Heavy Hitters Finale,Pannie Kianzad,Macy Chiasson,F,Women's Featherweight,Title Fight,Macy Chiasson,Submission,3,2,2:11,http://ufcstats.com/fight-details/d99b2abf50e9a03e
The Ultimate Fighter: Heavy Hitters Finale,Pedro Munhoz,Bryan Caraway,M,Bantamweight,NULL,Pedro Munhoz,KO/TKO,3,1,2:39,http://ufcstats.com/fight-details/aa7d691fc6385acb
The Ultimate Fighter: Heavy Hitters Finale,Darren Stewart,Edmen Shahbazyan,M,Middleweight,NULL,Edmen Shahbazyan,Decision,3,3,5:00,http://ufcstats.com/fight-details/5b2835ac76f05993
The Ultimate Fighter: Heavy Hitters Finale,Ji Yeon Kim,Antonina Shevchenko,F,Women's Flyweight,NULL,Antonina Shevchenko,Decision,3,3,5:00,http://ufcstats.com/fight-details/c2fd3d874f558408
The Ultimate Fighter: Heavy Hitters Finale,Ricky Glenn,Kevin Aguilar,M,Featherweight,NULL,Kevin Aguilar,Decision,3,3,5:00,http://ufcstats.com/fight-details/4e6bbc5832e55f64
The Ultimate Fighter: Heavy Hitters Finale,Joseph Benavidez,Alex Perez,M,Flyweight,NULL,Joseph Benavidez,KO/TKO,3,1,4:19,http://ufcstats.com/fight-details/1785c7fb722d3007
The Ultimate Fighter: Heavy Hitters Finale,Maurice Greene,Michel Batista,M,Heavyweight,NULL,Maurice Greene,Submission,3,1,2:14,http://ufcstats.com/fight-details/86046081e767437e
The Ultimate Fighter: Heavy Hitters Finale,Julija Stoliarenko,Leah Letson,F,Women's Featherweight,NULL,Leah Letson,Decision,3,3,5:00,http://ufcstats.com/fight-details/6abf4f61a1e11d34
The Ultimate Fighter: Heavy Hitters Finale,Roosevelt Roberts,Darrell Horcher,M,Lightweight,NULL,Roosevelt Roberts,Submission,3,1,4:50,http://ufcstats.com/fight-details/d2ef04d5f384c05a
The Ultimate Fighter: Heavy Hitters Finale,Tim Means,Ricky Rainey,M,Welterweight,NULL,Tim Means,KO/TKO,3,1,1:18,http://ufcstats.com/fight-details/c7df07266a9597d9
The Ultimate Fighter: Heavy Hitters Finale,Raoni Barcelos,Chris Gutierrez,M,Bantamweight,NULL,Raoni Barcelos,Submission,3,2,4:12,http://ufcstats.com/fight-details/e3f31cdd33b4ca92
