event,fighter1,fighter2,gender,weight_class,title_fight,winner,method_of_winning,number_of_rounds,round_won,time_won,fight_url
UFC 282: Blachowicz vs. Ankalaev,Santiago Ponzinibbio,Alex Morono,M,NULL,NULL,Santiago Ponzinibbio,KO/TKO,3,3,2:29,http://ufcstats.com/fight-details/11f65de5348e4bc4
UFC 282: Blachowicz vs. Ankalaev,Darren Till,Dricus Du Plessis,M,Middleweight,NULL,Dricus Du Plessis,Submission,3,3,2:43,http://ufcstats.com/fight-details/ecab8b8b36727b8d
UFC 282: Blachowicz vs. Ankalaev,Bryce Mitchell,Ilia Topuria,M,Featherweight,NULL,Ilia Topuria,Submission,3,2,3:10,http://ufcstats.com/fight-details/4a17876e99f6baf3
UFC 282: Blachowicz vs. Ankalaev,Raul Rosas Jr.,Jay Perrin,M,Bantamweight,NULL,Raul Rosas Jr.,Submission,3,1,2:44,http://ufcstats.com/fight-details/fd7421f421e802bd
UFC 282: Blachowicz vs. Ankalaev,Jairzinho Rozenstruik,Chris Daukaus,M,Heavyweight,NULL,Jairzinho Rozenstruik,KO/TKO,3,1,0:23,http://ufcstats.com/fight-details/1779cc4ae925df01
UFC 282: Blachowicz vs. Ankalaev,Edmen Shahbazyan,Dalcha Lungiambula,M,Middleweight,NULL,Edmen Shahbazyan,KO/TKO,3,2,4:41,http://ufcstats.com/fight-details/4e9d76ed54f1f352
UFC 282: Blachowicz vs. Ankalaev,Chris Curtis,Joaquin Buckley,M,Middleweight,NULL,Chris Curtis,KO/TKO,3,2,2:49,http://ufcstats.com/fight-details/a346180c8b109469
UFC 282: Blachowicz vs. Ankalaev,Billy Quarantillo,Alexander Hernandez,M,Featherweight,NULL,Billy Quarantillo,KO/TKO,3,2,4:30,http://ufcstats.com/fight-details/a1a5d06b0e7ada62
UFC 282: Blachowicz vs. Ankalaev,TJ Brown,Erik Silva,M,Featherweight,NULL,TJ Brown,Submission,3,3,3:41,http://ufcstats.com/fight-details/2d9d966e0e8df232
UFC 282: Blachowicz vs. Ankalaev,Cameron Saaiman,Steven Koslow,M,Bantamweight,NULL,Cameron Saaiman,KO/TKO,3,3,4:13,http://ufcstats.com/fight-details/5bc31abb5842942a
UFC Fight Night: Thompson vs. Holland,Stephen Thompson,Kevin Holland,M,Welterweight,NULL,Stephen Thompson,KO/TKO,5,4,5:00,http://ufcstats.com/fight-details/a419e6df765aa755
UFC Fight Night: Thompson vs. Holland,Bryan Barberena,Rafael Dos Anjos,M,Welterweight,NULL,Rafael Dos Anjos,Submission,3,2,3:20,http://ufcstats.com/fight-details/f17813d03fcd8e7a
UFC Fight Night: Thompson vs. Holland,Matheus Nicolau,Matt Schnell,M,Flyweight,NULL,Matheus Nicolau,KO/TKO,3,2,1:44,http://ufcstats.com/fight-details/5a8f7afc5ea69537
UFC Fight Night: Thompson vs. Holland,Tai Tuivasa,Sergei Pavlovich,M,Heavyweight,NULL,Sergei Pavlovich,KO/TKO,3,1,0:54,http://ufcstats.com/fight-details/972e17c1b98fca06
UFC Fight Night: Thompson vs. Holland,Jack Hermansson,Roman Dolidze,M,Middleweight,NULL,Roman Dolidze,KO/TKO,3,2,4:06,http://ufcstats.com/fight-details/a71764d5da04e3bc
UFC Fight Night: Thompson vs. Holland,Eryk Anders,Kyle Daukaus,M,Middleweight,NULL,Eryk Anders,KO/TKO,3,2,2:45,http://ufcstats.com/fight-details/ca0f0a35a1fcb453
UFC Fight Night: Thompson vs. Holland,Niko Price,Phil Rowe,M,Welterweight,NULL,Phil Rowe,KO/TKO,3,3,3:26,http://ufcstats.com/fight-details/7fbf09533c59e43f
UFC Fight Night: Thompson vs. Holland,Angela Hill,Emily Ducote,F,Women's Strawweight,NULL,Angela Hill,Decision,3,3,5:00,http://ufcstats.com/fight-details/0c9faf26efe2cdcc
UFC Fight Night: Thompson vs. Holland,Clay Guida,Scott Holtzman,M,Lightweight,NULL,Clay Guida,Decision,3,3,5:00,http://ufcstats.com/fight-details/7bd6969c4ed979f9
UFC Fight Night: Thompson vs. Holland,Michael Johnson,Marc Diakiese,M,Lightweight,NULL,Michael Johnson,Decision,3,3,5:00,http://ufcstats.com/fight-details/92c1d9a6d313cb0c
UFC Fight Night: Thompson vs. Holland,Darren Elkins,Jonathan Pearce,M,Featherweight,NULL,Jonathan Pearce,Decision,3,3,5:00,http://ufcstats.com/fight-details/be977e524ef56aa4
UFC Fight Night: Thompson vs. Holland,Natan Levy,Genaro Valdez,M,Lightweight,NULL,Natan Levy,Decision,3,3,5:00,http://ufcstats.com/fight-details/30abc50a2e71c576
UFC Fight Night: Thompson vs. Holland,Marcelo Rojo,Francis Marshall,M,Featherweight,NULL,Francis Marshall,KO/TKO,3,2,1:14,http://ufcstats.com/fight-details/1114cd1515cf3b8f
UFC Fight Night: Thompson vs. Holland,Yazmin Jauregui,Istela Nunes,F,Women's Strawweight,NULL,Yazmin Jauregui,KO/TKO,3,2,4:06,http://ufcstats.com/fight-details/2cec230248d7eb97
UFC Fight Night: Nzechukwu vs. Cutelaba,Kennedy Nzechukwu,Ion Cutelaba,M,Heavyweight,NULL,Kennedy Nzechukwu,KO/TKO,3,2,1:02,http://ufcstats.com/fight-details/c33257dd0605c7de
UFC Fight Night: Nzechukwu vs. Cutelaba,Chase Sherman,Waldo Cortes-Acosta,M,Heavyweight,NULL,Waldo Cortes-Acosta,Decision,3,3,5:00,http://ufcstats.com/fight-details/110f539523a4b571
UFC Fight Night: Nzechukwu vs. Cutelaba,Andre Fialho,Muslim Salikhov,M,Welterweight,NULL,Muslim Salikhov,KO/TKO,3,3,1:03,http://ufcstats.com/fight-details/c317f85a8266313e
UFC Fight Night: Nzechukwu vs. Cutelaba,Jack Della Maddalena,Danny Roberts,M,Welterweight,NULL,Jack Della Maddalena,KO/TKO,3,1,3:24,http://ufcstats.com/fight-details/d0c01840c72429c6
UFC Fight Night: Nzechukwu vs. Cutelaba,Charles Johnson,Zhalgas Zhumagulov,M,Flyweight,NULL,Charles Johnson,Decision,3,3,5:00,http://ufcstats.com/fight-details/b4cfb34e8224fd77
UFC Fight Night: Nzechukwu vs. Cutelaba,Jennifer Maia,Maryna Moroz,F,Women's Flyweight,NULL,Jennifer Maia,Decision,3,3,5:00,http://ufcstats.com/fight-details/144443d4dbf43990
UFC Fight Night: Nzechukwu vs. Cutelaba,Vince Morales,Miles Johns,M,Bantamweight,NULL,Miles Johns,Decision,3,3,5:00,http://ufcstats.com/fight-details/594435375d641f63
UFC Fight Night: Nzechukwu vs. Cutelaba,Ricky Turcios,Kevin Natividad,M,Bantamweight,NULL,Ricky Turcios,Decision,3,3,5:00,http://ufcstats.com/fight-details/0f2983fe7753403f
UFC Fight Night: Nzechukwu vs. Cutelaba,Vanessa Demopoulos,Maria Oliveira,F,Women's Strawweight,NULL,Vanessa Demopoulos,Decision,3,3,5:00,http://ufcstats.com/fight-details/bd064deb3494b41a
UFC Fight Night: Nzechukwu vs. Cutelaba,Brady Hiestand,Fernie Garcia,M,Bantamweight,NULL,Brady Hiestand,Decision,3,3,5:00,http://ufcstats.com/fight-details/a3696c847ef6c7f9
UFC Fight Night: Nzechukwu vs. Cutelaba,Natalia Silva,Tereza Bleda,F,Women's Flyweight,NULL,Natalia Silva,KO/TKO,3,3,1:27,http://ufcstats.com/fight-details/33719a2d9c69ed17
UFC 281: Adesanya vs. Pereira,Israel Adesanya,Alex Pereira,M,Middleweight,Title Fight,Alex Pereira,KO/TKO,5,5,2:01,http://ufcstats.com/fight-details/04f32bb0c0d3a8cc
UFC 281: Adesanya vs. Pereira,Carla Esparza,Zhang Weili,F,Women's Strawweight,Title Fight,Zhang Weili,Submission,5,2,1:05,http://ufcstats.com/fight-details/85b5d59f8eea976a
UFC 281: Adesanya vs. Pereira,Dustin Poirier,Michael Chandler,M,Lightweight,NULL,Dustin Poirier,Submission,3,3,2:00,http://ufcstats.com/fight-details/4bf3010fdeea9d93
UFC 281: Adesanya vs. Pereira,Frankie Edgar,Chris Gutierrez,M,Bantamweight,NULL,Chris Gutierrez,KO/TKO,3,1,2:01,http://ufcstats.com/fight-details/09afa6ce4747a1a2
UFC 281: Adesanya vs. Pereira,Dan Hooker,Claudio Puelles,M,Lightweight,NULL,Dan Hooker,KO/TKO,3,2,4:06,http://ufcstats.com/fight-details/77c78d0a71b10692
UFC 281: Adesanya vs. Pereira,Brad Riddell,Renato Moicano,M,Lightweight,NULL,Renato Moicano,Submission,3,1,3:20,http://ufcstats.com/fight-details/1f922cfe6178e830
UFC 281: Adesanya vs. Pereira,Dominick Reyes,Ryan Spann,M,Heavyweight,NULL,Ryan Spann,KO/TKO,3,1,1:20,http://ufcstats.com/fight-details/6f22afbc5f8e0bd3
UFC 281: Adesanya vs. Pereira,Erin Blanchfield,Molly McCann,F,Women's Flyweight,NULL,Erin Blanchfield,Submission,3,1,3:37,http://ufcstats.com/fight-details/93da91272d4a7ce3
UFC 281: Adesanya vs. Pereira,Andre Petroski,Wellington Turman,M,Middleweight,NULL,Andre Petroski,Decision,3,3,5:00,http://ufcstats.com/fight-details/65ce9335b93d9c57
UFC 281: Adesanya vs. Pereira,Matt Frevola,Ottman Azaitar,M,Lightweight,NULL,Matt Frevola,KO/TKO,3,1,2:30,http://ufcstats.com/fight-details/40707ddc9fdea500
UFC 281: Adesanya vs. Pereira,Karolina Kowalkiewicz,Silvana Gomez Juarez,F,Women's Strawweight,NULL,Karolina Kowalkiewicz,Decision,3,3,5:00,http://ufcstats.com/fight-details/ff2e4b411f695017
UFC 281: Adesanya vs. Pereira,Michael Trizano,SeungWoo Choi,M,Featherweight,NULL,Michael Trizano,KO/TKO,3,1,4:51,http://ufcstats.com/fight-details/7f93b2f38497caec
UFC 281: Adesanya vs. Pereira,Julio Arce,Montel Jackson,M,Bantamweight,NULL,Montel Jackson,Decision,3,3,5:00,http://ufcstats.com/fight-details/bee95769a221af9a
UFC 281: Adesanya vs. Pereira,Carlos Ulberg,Nicolae Negumereanu,M,Heavyweight,NULL,Carlos Ulberg,KO/TKO,3,1,3:44,http://ufcstats.com/fight-details/db026ff6eee4d174
UFC Fight Night: Rodriguez vs. Lemos,Marina Rodriguez,Amanda Lemos,F,Women's Strawweight,NULL,Amanda Lemos,KO/TKO,5,3,0:54,http://ufcstats.com/fight-details/abfc03893551ae73
UFC Fight Night: Rodriguez vs. Lemos,Neil Magny,Daniel Rodriguez,M,Welterweight,NULL,Neil Magny,Submission,3,3,3:33,http://ufcstats.com/fight-details/b279559f15ecf29b
UFC Fight Night: Rodriguez vs. Lemos,Darrick Minner,Shayilan Nuerdanbieke,M,Featherweight,NULL,Shayilan Nuerdanbieke,KO/TKO,3,1,1:07,http://ufcstats.com/fight-details/2664805fde34fb1b
UFC Fight Night: Rodriguez vs. Lemos,Tagir Ulanbekov,Nate Maness,M,Flyweight,NULL,Tagir Ulanbekov,Submission,3,1,2:11,http://ufcstats.com/fight-details/3adecfc4727a8d73
UFC Fight Night: Rodriguez vs. Lemos,Grant Dawson,Mark Madsen,M,Lightweight,NULL,Grant Dawson,Submission,3,3,2:05,http://ufcstats.com/fight-details/1535fb6549fa8bab
UFC Fight Night: Rodriguez vs. Lemos,Miranda Maverick,Shanna Young,F,Women's Flyweight,NULL,Miranda Maverick,Decision,3,3,5:00,http://ufcstats.com/fight-details/71afa8354da2491e
UFC Fight Night: Rodriguez vs. Lemos,Mario Bautista,Benito Lopez,M,Bantamweight,NULL,Mario Bautista,Submission,3,1,4:54,http://ufcstats.com/fight-details/2ab395e21080b10a
UFC Fight Night: Rodriguez vs. Lemos,Polyana Viana,Jinh Yu Frey,F,Women's Strawweight,NULL,Polyana Viana,KO/TKO,3,1,0:47,http://ufcstats.com/fight-details/5475f5b6bad40989
UFC Fight Night: Rodriguez vs. Lemos,Liudvik Sholinian,Johnny Munoz,M,Bantamweight,NULL,Johnny Munoz,Decision,3,3,5:00,http://ufcstats.com/fight-details/31cb98ce37fd87dd
UFC Fight Night: Rodriguez vs. Lemos,Carlos Candelario,Jake Hadley,M,Flyweight,NULL,Jake Hadley,Submission,3,2,2:39,http://ufcstats.com/fight-details/cfca30d3ef3c86b9
UFC Fight Night: Rodriguez vs. Lemos,Tamires Vidal,Ramona Pascual,F,Women's Bantamweight,NULL,Tamires Vidal,KO/TKO,3,1,3:06,http://ufcstats.com/fight-details/b87ac039e3b13940
UFC Fight Night: Kattar vs. Allen,Calvin Kattar,Arnold Allen,M,Featherweight,NULL,Arnold Allen,KO/TKO,5,2,0:08,http://ufcstats.com/fight-details/a554a72bb0377213
UFC Fight Night: Kattar vs. Allen,Tim Means,Max Griffin,M,Welterweight,NULL,Max Griffin,Decision,3,3,5:00,http://ufcstats.com/fight-details/bf59d9f8bd9536f3
UFC Fight Night: Kattar vs. Allen,Waldo Cortes-Acosta,Jared Vanderaa,M,Heavyweight,NULL,Waldo Cortes-Acosta,Decision,3,3,5:00,http://ufcstats.com/fight-details/5b6bdaf89e493674
UFC Fight Night: Kattar vs. Allen,Josh Fremd,Tresean Gore,M,Middleweight,NULL,Tresean Gore,Submission,3,2,0:49,http://ufcstats.com/fight-details/6a7db3750822d7be
UFC Fight Night: Kattar vs. Allen,Dustin Jacoby,Khalil Rountree Jr.,M,Heavyweight,NULL,Khalil Rountree Jr.,Decision,3,3,5:00,http://ufcstats.com/fight-details/98b7dd0ddc52cffb
UFC Fight Night: Kattar vs. Allen,Phil Hawes,Roman Dolidze,M,Middleweight,NULL,Roman Dolidze,KO/TKO,3,1,4:09,http://ufcstats.com/fight-details/f32d918ee06cb83b
UFC Fight Night: Kattar vs. Allen,Andrei Arlovski,Marcos Rogerio de Lima,M,Heavyweight,NULL,Marcos Rogerio de Lima,Submission,3,1,1:50,http://ufcstats.com/fight-details/5dcba156bd13e0c3
UFC Fight Night: Kattar vs. Allen,Joseph Holmes,JunYong Park,M,Middleweight,NULL,JunYong Park,Submission,3,2,3:04,http://ufcstats.com/fight-details/d6d141afdd31c3f1
UFC Fight Night: Kattar vs. Allen,Chase Hooper,Steve Garcia,M,Featherweight,NULL,Steve Garcia,KO/TKO,3,1,1:32,http://ufcstats.com/fight-details/86dff1593d8b9a1f
UFC Fight Night: Kattar vs. Allen,Cody Durden,Carlos Mota,M,Flyweight,NULL,Cody Durden,Decision,3,3,5:00,http://ufcstats.com/fight-details/44abbf6b947be6de
UFC Fight Night: Kattar vs. Allen,Christian Rodriguez,Joshua Weems,M,Bantamweight,NULL,Christian Rodriguez,Submission,3,1,4:07,http://ufcstats.com/fight-details/fdb9d29cf0edc16a
UFC 280: Oliveira vs. Makhachev,Charles Oliveira,Islam Makhachev,M,Lightweight,Title Fight,Islam Makhachev,Submission,5,2,3:16,http://ufcstats.com/fight-details/523815acf1bb2420
UFC 280: Oliveira vs. Makhachev,Aljamain Sterling,TJ Dillashaw,M,Bantamweight,Title Fight,Aljamain Sterling,KO/TKO,5,2,3:44,http://ufcstats.com/fight-details/1f0d4572e0facbea
UFC 280: Oliveira vs. Makhachev,Petr Yan,Sean O'Malley,M,Bantamweight,NULL,Sean O'Malley,Decision,3,3,5:00,http://ufcstats.com/fight-details/5c3c4bcc6c746ca0
UFC 280: Oliveira vs. Makhachev,Beneil Dariush,Mateusz Gamrot,M,Lightweight,NULL,Beneil Dariush,Decision,3,3,5:00,http://ufcstats.com/fight-details/69f39e5d959311b1
