fighter_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,win_rate,f_losses,loss_rate,f_draws,draw_rate,f_dc_nc,dc_nc_rate,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Acc,career_TD_Def,career_Sub_Avg
Marco Ruas,185.42,210.0,NA,Orthodox,1961-01-23,9,60%,4,27%,2,13%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Rodrigo Ruas,177.8,185.0,NA,Orthodox,1977-10-06,4,36%,5,45%,1,9%,1.0,9%,1.28,35%,7.0,41%,0.0,NA,0%
Rodolfo Rubio Perez,165.1,145.0,NA,Orthodox,1987-01-29,10,37%,16,59%,1,4%,0.0,0%,1.13,36%,1.0,62%,2.0,33%,33%
Gabe Ruediger,177.8,155.0,NA,Orthodox,1977-08-29,18,69%,8,31%,0,0%,0.0,0%,1.7,31%,5.16,41%,2.04,11%,28%
Mauricio Ruffy,180.34,155.0,190.5,Orthodox,1996-06-17,11,92%,1,8%,0,0%,0.0,0%,4.7,59%,4.76,NA,0.0,NA,100%
Eddie Ruiz,170.18,155.0,NA,Orthodox,1967-06-10,1,50%,1,50%,0,0%,0.0,0%,0.2,25%,1.4,47%,2.0,12%,0%
Anthony Ruiz,187.96,205.0,NA,Orthodox,1977-11-03,33,60%,22,40%,0,0%,0.0,0%,2.56,64%,1.67,28%,1.43,31%,21%
Paul Ruiz,167.64,135.0,NA,NA,1987-06-23,7,64%,4,36%,0,0%,0.0,0%,1.4,33%,1.4,75%,0.0,NA,100%
Montserrat Conejo Ruiz,152.4,115.0,154.94,Southpaw,1993-02-03,10,71%,4,29%,0,0%,0.0,0%,0.79,27%,4.96,37%,2.05,83%,33%
Mike Russow,185.42,255.0,185.42,Orthodox,1976-09-11,15,79%,3,16%,0,0%,1.0,5%,1.55,47%,2.9,59%,4.66,43%,0%
Bas Rutten,185.42,205.0,NA,Orthodox,1965-02-24,28,85%,4,12%,1,3%,0.0,0%,5.59,61%,2.06,79%,0.0,NA,0%
Nursulton Ruziboev,195.58,170.0,193.04,Orthodox,1993-11-19,34,72%,9,19%,2,4%,2.0,4%,2.5,43%,4.6,49%,0.77,NA,0%
Casey Ryan,NA,185.0,NA,NA,NA,7,70%,3,30%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Yusup Saadulaev,167.64,135.0,NA,NA,1985-03-31,16,73%,4,18%,1,5%,1.0,5%,0.57,45%,0.96,66%,5.73,NA,0%
Cameron Saaiman,172.72,135.0,170.18,Southpaw,2000-12-20,9,82%,2,18%,0,0%,0.0,0%,5.32,46%,4.18,51%,0.91,28%,47%
Pete Sabala,NA,135.0,NA,NA,NA,3,17%,15,83%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Danny Sabatello,177.8,135.0,180.34,Orthodox,1993-03-31,9,90%,1,10%,0,0%,0.0,0%,2.07,57%,0.2,25%,3.0,75%,100%
Pat Sabatini,172.72,145.0,177.8,Orthodox,1990-11-09,19,79%,5,21%,0,0%,0.0,0%,1.94,59%,1.47,48%,3.97,44%,50%
Amir Sadollah,177.8,170.0,190.5,Orthodox,1980-08-27,6,55%,5,45%,0,0%,0.0,0%,4.71,46%,3.55,NA,0.57,27%,60%
Nazim Sadykhov,177.8,155.0,175.26,Southpaw,1994-05-16,9,82%,1,9%,1,9%,0.0,0%,4.94,48%,5.72,48%,1.71,62%,75%
Frankie Saenz,167.64,135.0,167.64,Orthodox,1980-08-12,13,65%,7,35%,0,0%,0.0,0%,3.94,47%,3.5,52%,1.74,31%,61%
Saparbeg Safarov,185.42,185.0,198.12,Orthodox,1986-10-14,9,75%,3,25%,0,0%,0.0,0%,4.03,48%,2.96,47%,2.52,41%,33%
Tarec Saffiedine,177.8,170.0,177.8,Switch,1986-09-06,16,70%,7,30%,0,0%,0.0,0%,4.05,47%,3.06,62%,0.52,36%,84%
Jason Saggo,180.34,155.0,180.34,Orthodox,1985-11-23,12,75%,4,25%,0,0%,0.0,0%,2.5,39%,2.94,52%,2.33,NA,23%
Kiru Sahota,177.8,125.0,185.42,Orthodox,1995-05-28,12,80%,3,20%,0,0%,0.0,0%,4.05,52%,2.64,41%,0.92,33%,50%
Tatsuya Saika,182.88,155.0,185.42,Orthodox,1990-09-18,11,69%,5,31%,0,0%,0.0,0%,6.67,44%,9.91,43%,0.0,NA,66%
Benoit Saint Denis,180.34,155.0,185.42,Southpaw,1995-12-18,13,76%,3,18%,0,0%,1.0,6%,5.17,53%,4.98,41%,3.97,37%,68%
Ovince Saint Preux,190.5,205.0,203.2,Southpaw,1983-04-08,27,60%,18,40%,0,0%,0.0,0%,3.03,47%,3.33,47%,1.09,36%,67%
Lukasz Sajewski,172.72,155.0,180.34,Orthodox,1990-11-27,13,81%,3,19%,0,0%,0.0,0%,2.06,35%,3.88,57%,1.01,25%,66%
Yukio Sakaguchi,175.26,185.0,NA,Orthodox,1973-07-26,6,46%,7,54%,0,0%,0.0,0%,0.3,25%,2.4,NA,4.5,NA,0%
Augusto Sakai,190.5,265.0,195.58,Orthodox,1991-05-09,16,73%,5,23%,1,5%,0.0,0%,4.6,49%,3.83,48%,0.23,NA,56%
Alessio Sakara,182.88,185.0,182.88,Orthodox,1981-09-02,19,59%,11,34%,0,0%,2.0,6%,3.96,47%,2.8,59%,2.18,78%,62%
Wataru Sakata,175.26,195.0,NA,Southpaw,1973-03-11,11,44%,14,56%,0,0%,0.0,0%,1.11,61%,2.08,31%,0.0,NA,0%
Gokhan Saki,182.88,205.0,185.42,Orthodox,1983-10-19,1,33%,2,67%,0,0%,0.0,0%,7.09,58%,4.57,53%,0.0,NA,100%
Kazushi Sakuraba,182.88,185.0,NA,Southpaw,1969-07-14,26,57%,17,37%,1,2%,2.0,4%,1.26,41%,2.03,51%,1.26,31%,48%
Hayato Sakurai,170.18,168.0,NA,Orthodox,1975-08-24,38,72%,13,25%,2,4%,0.0,0%,2.45,49%,1.94,59%,1.87,69%,56%
Ryuta Sakurai,170.18,183.0,NA,Orthodox,NA,24,44%,24,44%,6,11%,0.0,0%,1.8,48%,3.44,58%,0.52,NA,36%
Justin Salas,172.72,155.0,177.8,Southpaw,1982-03-13,12,63%,7,37%,0,0%,0.0,0%,3.42,43%,2.96,68%,2.43,NA,0%
Ivan Salaverry,182.88,185.0,NA,Orthodox,1971-01-11,14,61%,9,39%,0,0%,0.0,0%,3.01,47%,1.19,76%,0.49,18%,36%
Roman Salazar,170.18,135.0,NA,Orthodox,1988-02-21,10,59%,6,35%,0,0%,1.0,6%,1.95,39%,2.89,57%,1.77,18%,50%
Luis Saldana,180.34,145.0,185.42,Orthodox,1991-01-27,16,67%,7,29%,1,4%,0.0,0%,5.16,NA,3.65,NA,0.64,17%,44%
John Salgado,177.8,170.0,NA,NA,NA,4,31%,8,62%,1,8%,0.0,0%,0.99,NA,1.86,NA,0.0,NA,50%
Muslim Salikhov,180.34,170.0,177.8,Orthodox,1984-06-09,21,81%,5,19%,0,0%,0.0,0%,3.38,49%,2.9,62%,1.08,32%,72%
Gabriel Salinas-Jones,185.42,245.0,NA,NA,1984-11-20,5,62%,2,25%,1,12%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Brandon Saling,177.8,170.0,NA,NA,1986-01-28,8,57%,6,43%,0,0%,0.0,0%,2.88,NA,6.08,NA,0.0,NA,57%
Quillan Salkilld,182.88,155.0,190.5,Orthodox,1999-12-28,7,88%,1,12%,0,0%,0.0,0%,5.4,55%,4.27,43%,9.0,NA,100%
Sean Salmon,177.8,185.0,NA,Southpaw,1977-09-11,18,46%,21,54%,0,0%,0.0,0%,1.49,33%,2.03,65%,4.06,NA,0%
Boston Salmon,175.26,135.0,175.26,Southpaw,1990-11-20,6,67%,3,33%,0,0%,0.0,0%,4.13,37%,7.75,59%,0.0,NA,100%
John Salter,185.42,185.0,187.96,Southpaw,1985-03-21,14,82%,3,18%,0,0%,0.0,0%,1.68,32%,1.68,68%,2.85,46%,66%
Vinicius Salvador,170.18,135.0,177.8,Southpaw,1996-07-24,14,67%,7,33%,0,0%,0.0,0%,5.48,43%,6.5,48%,0.36,11%,86%
Dylan Salvador,175.26,155.0,175.26,Southpaw,1993-05-20,5,71%,2,29%,0,0%,0.0,0%,4.34,37%,11.57,46%,0.0,NA,0%
Josh Samman,190.5,185.0,200.66,Orthodox,1988-03-14,13,76%,4,24%,0,0%,0.0,0%,2.08,52%,2.47,34%,1.09,33%,33%
Johnny Sampaio,172.72,170.0,NA,Orthodox,1975-09-11,3,75%,1,25%,0,0%,0.0,0%,1.32,NA,2.64,NA,9.89,NA,0%
Josh Sampo,162.56,125.0,162.56,Orthodox,1984-07-24,11,69%,5,31%,0,0%,0.0,0%,1.99,36%,2.96,55%,1.06,33%,40%
Josh San Diego,177.8,135.0,NA,NA,NA,8,73%,3,27%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Diego Sanchez,177.8,170.0,182.88,Southpaw,1981-12-31,31,70%,13,30%,0,0%,0.0,0%,2.69,37%,3.02,56%,1.51,24%,46%
Eddie Sanchez,187.96,230.0,187.96,Orthodox,1982-11-04,15,65%,8,35%,0,0%,0.0,0%,3.45,43%,3.3,43%,1.13,26%,42%
Julian Sanchez,190.5,300.0,NA,Orthodox,NA,0,0%,1,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Bobby Sanchez,170.18,155.0,NA,Orthodox,NA,10,22%,35,78%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,100%
Donald Sanchez,177.8,145.0,NA,NA,1984-08-18,31,65%,17,35%,0,0%,0.0,0%,0.58,NA,1.16,55%,0.0,NA,50%
Joby Sanchez,167.64,135.0,172.72,Orthodox,1991-06-24,11,73%,4,27%,0,0%,0.0,0%,3.22,36%,2.82,63%,0.95,71%,51%
Emmanuel Sanchez,175.26,145.0,180.34,NA,1990-08-11,15,83%,3,17%,0,0%,0.0,0%,4.45,35%,4.17,55%,0.25,6%,16%
Erick Sanchez,177.8,145.0,NA,NA,1990-10-04,8,73%,3,27%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Andrew Sanchez,185.42,185.0,187.96,Orthodox,1988-04-08,13,65%,7,35%,0,0%,0.0,0%,4.3,43%,5.1,NA,2.55,36%,100%
Robert Sanchez,167.64,125.0,167.64,Orthodox,1986-03-05,8,80%,2,20%,0,0%,0.0,0%,0.96,NA,1.78,46%,3.61,62%,50%
Jesse Sanders,182.88,170.0,NA,Orthodox,NA,23,77%,7,23%,0,0%,0.0,0%,NA,NA,6.45,35%,0.0,NA,50%
Luke Sanders,167.64,135.0,170.18,Southpaw,1985-12-12,13,72%,5,28%,0,0%,0.0,0%,6.61,52%,4.37,NA,0.71,NA,72%
Jerrod Sanders,172.72,135.0,182.88,Orthodox,1979-10-01,16,80%,3,15%,0,0%,1.0,5%,0.88,64%,1.14,46%,2.2,33%,50%
Cory Sandhagen,180.34,135.0,177.8,Switch,1992-04-20,17,77%,5,23%,0,0%,0.0,0%,5.02,44%,3.46,56%,1.19,32%,63%
Hugo Sandoval,NA,135.0,NA,NA,NA,2,40%,3,60%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Raul Sandoval,NA,130.0,NA,NA,NA,3,50%,3,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Joseph Sandoval,170.18,135.0,NA,Southpaw,1986-05-11,7,50%,7,50%,0,0%,0.0,0%,1.82,42%,12.12,NA,0.0,NA,0%
Hector Sandoval,157.48000000000002,125.0,162.56,Orthodox,1986-07-19,14,78%,4,22%,0,0%,0.0,0%,3.31,52%,2.33,65%,3.49,25%,71%
Chris Sanford,180.34,185.0,NA,Orthodox,1968-03-12,5,83%,1,17%,0,0%,0.0,0%,0.23,NA,3.22,17%,0.0,NA,0%
Roldan Sangcha'an,162.56,125.0,NA,Orthodox,1990-12-04,4,67%,2,33%,0,0%,0.0,0%,2.71,46%,2.15,51%,1.94,NA,68%
Yuhi Sano,180.34,243.0,NA,Orthodox,1965-02-02,0,0%,4,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Martin Sano,180.34,170.0,190.5,Orthodox,1991-05-30,4,50%,3,38%,1,12%,0.0,0%,4.0,33%,12.0,NA,0.0,NA,0%
Jonathan Santa Maria,175.26,125.0,NA,NA,NA,3,43%,4,57%,0,0%,0.0,0%,3.6,51%,2.53,74%,0.0,NA,80%
Duda Santana,170.18,145.0,185.42,Orthodox,1996-01-10,3,75%,1,25%,0,0%,0.0,0%,6.01,39%,2.72,73%,6.44,NA,0%
Shaheen Santana,185.42,155.0,190.5,Orthodox,1991-06-04,6,86%,1,14%,0,0%,0.0,0%,0.82,42%,1.65,NA,0.0,NA,0%
Sean Santella,165.1,125.0,NA,NA,1984-10-25,17,68%,6,24%,1,4%,1.0,4%,NA,NA,NA,NA,0.0,NA,0%
Jorge Santiago,185.42,170.0,190.5,Orthodox,1980-10-09,25,68%,12,32%,0,0%,0.0,0%,1.69,35%,2.62,56%,0.58,NA,52%
Mike Santiago,177.8,145.0,175.26,Orthodox,1989-07-28,19,61%,12,39%,0,0%,0.0,0%,3.44,49%,3.58,36%,2.66,NA,53%
Will Santiago,170.18,185.0,NA,Orthodox,1983-02-08,9,64%,5,36%,0,0%,0.0,0%,1.47,39%,5.53,56%,1.0,NA,100%
Richie Santiago,170.18,135.0,170.18,Southpaw,1992-10-10,7,78%,2,22%,0,0%,0.0,0%,3.87,49%,4.87,42%,0.0,NA,25%
Jose Santibanez,NA,155.0,NA,NA,1980-01-18,10,77%,3,23%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Art Santore,187.96,185.0,NA,NA,1972-10-26,18,69%,8,31%,0,0%,0.0,0%,1.4,12%,7.31,52%,0.0,NA,100%
Adriano Santos,NA,NA,NA,NA,NA,0,0%,1,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Paulo Santos,NA,NA,NA,NA,NA,0,0%,3,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Evangelista Santos,177.8,170.0,193.04,Orthodox,1977-12-12,21,54%,18,46%,0,0%,0.0,0%,3.94,36%,6.01,49%,0.78,NA,50%
Luis Santos,185.42,170.0,NA,Southpaw,NA,63,84%,10,13%,1,1%,1.0,1%,4.4,57%,4.0,64%,0.0,NA,0%
Iliarde Santos,165.1,125.0,170.18,Orthodox,1980-09-25,30,67%,13,29%,1,2%,1.0,2%,3.0,NA,6.1,57%,1.66,23%,83%
Leonardo Santos,182.88,155.0,190.5,Orthodox,1980-02-05,18,69%,7,27%,1,4%,0.0,0%,2.82,46%,3.4,54%,0.88,25%,86%
Thiago Santos,187.96,205.0,193.04,Orthodox,1984-01-07,22,67%,11,33%,0,0%,0.0,0%,3.72,48%,2.57,53%,0.88,33%,65%
Bruno Santos,175.26,185.0,NA,Orthodox,1987-07-17,15,88%,2,12%,0,0%,0.0,0%,1.18,46%,2.27,56%,3.0,37%,66%
Andre Santos,182.88,170.0,NA,NA,NA,38,79%,10,21%,0,0%,0.0,0%,2.77,34%,4.17,41%,2.5,29%,75%
Gleristone Santos,175.26,145.0,NA,NA,1988-08-20,33,82%,7,18%,0,0%,0.0,0%,3.4,31%,4.4,64%,0.0,NA,75%
Yana Santos,167.64,135.0,172.72,Orthodox,1989-11-11,15,62%,8,33%,0,0%,1.0,4%,4.42,58%,3.12,NA,0.97,53%,42%
Taila Santos,167.64,125.0,172.72,Orthodox,1993-06-22,19,86%,3,14%,0,0%,0.0,0%,3.39,48%,2.64,58%,2.0,76%,86%
Marilia Santos,162.56,125.0,NA,Orthodox,1992-12-12,10,77%,3,23%,0,0%,0.0,0%,4.4,54%,4.07,53%,1.0,NA,66%
Edivan Santos,193.04,248.0,198.12,Orthodox,1992-05-03,12,71%,3,18%,1,6%,1.0,6%,1.55,48%,7.09,26%,0.0,NA,25%
Daniel Santos,170.18,135.0,170.18,Orthodox,1995-03-12,12,86%,2,14%,0,0%,0.0,0%,4.26,37%,5.12,NA,1.9,NA,73%
Gabriel Santos,175.26,145.0,177.8,Orthodox,1996-11-28,11,85%,2,15%,0,0%,0.0,0%,4.69,59%,4.77,47%,3.44,52%,85%
Luana Santos,167.64,125.0,170.18,Orthodox,2000-04-16,8,80%,2,20%,0,0%,0.0,0%,4.28,51%,4.15,61%,1.62,NA,80%
Djorden Santos,182.88,185.0,190.5,Orthodox,1997-08-01,10,91%,1,9%,0,0%,0.0,0%,5.67,55%,2.73,52%,1.0,NA,86%
Mairon Santos,170.18,145.0,182.88,Orthodox,2000-06-10,15,94%,1,6%,0,0%,0.0,0%,4.77,46%,1.85,57%,0.0,NA,0%
Nick Sanzo,175.26,190.0,NA,NA,NA,1,50%,1,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Bob Sapp,195.58,350.0,NA,Orthodox,1974-09-22,11,35%,20,65%,0,0%,0.0,0%,3.19,55%,1.88,49%,0.58,NA,72%
Daniel Sarafian,175.26,185.0,185.42,Orthodox,1982-08-21,10,62%,6,38%,0,0%,0.0,0%,2.23,46%,3.1,58%,0.36,7%,53%
Jeka Saragih,172.72,145.0,175.26,Orthodox,1995-01-01,14,78%,4,22%,0,0%,0.0,0%,2.73,NA,2.65,41%,2.21,NA,66%
Diego Saraiva,167.64,155.0,NA,Orthodox,1982-04-23,22,51%,20,47%,1,2%,0.0,0%,1.64,32%,3.58,62%,1.33,NA,0%
Harris Sarmiento,175.26,155.0,NA,Orthodox,1983-09-09,36,58%,26,42%,0,0%,0.0,0%,0.84,25%,3.46,36%,2.36,NA,57%
Alexander Sarnavskiy,180.34,155.0,NA,NA,1989-01-17,35,85%,6,15%,0,0%,0.0,0%,1.43,66%,2.06,42%,0.0,NA,75%
Yuki Sasaki,187.96,185.0,NA,Orthodox,1976-09-12,25,51%,22,45%,2,4%,0.0,0%,1.09,43%,1.2,57%,0.43,NA,66%
Kyosuke Sasaki,170.18,183.0,NA,Southpaw,NA,3,21%,7,50%,4,29%,0.0,0%,0.33,45%,0.93,46%,0.0,NA,0%
Yuta Sasaki,177.8,125.0,180.34,Southpaw,1989-10-07,21,72%,6,21%,2,7%,0.0,0%,2.16,41%,2.5,NA,3.03,43%,41%
Paul Sass,182.88,155.0,185.42,Orthodox,1988-08-04,14,88%,2,12%,0,0%,0.0,0%,0.53,26%,1.9,51%,0.53,16%,33%
Keisuke Sasu,165.1,145.0,175.26,Switch,1994-09-30,11,73%,3,20%,1,7%,0.0,0%,2.76,49%,2.42,48%,3.76,NA,61%
Masaaki Satake,185.42,220.0,NA,Orthodox,1965-08-17,1,10%,8,80%,1,10%,0.0,0%,1.4,35%,3.76,41%,0.0,NA,58%
Takenori Sato,177.8,170.0,NA,Southpaw,1985-06-08,19,50%,11,29%,7,18%,1.0,3%,0.46,33%,12.92,9%,0.0,NA,0%
Takashi Sato,177.8,170.0,185.42,Southpaw,1990-06-09,16,70%,7,30%,0,0%,0.0,0%,2.21,41%,3.73,44%,0.76,37%,60%
Uran Satybaldiev,NA,205.0,NA,NA,NA,7,88%,1,12%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Jeimeson Saudino,167.64,135.0,NA,NA,1991-03-05,8,62%,5,38%,0,0%,0.0,0%,0.66,NA,0.82,84%,2.47,NA,0%
Tom Sauer,185.42,263.0,NA,NA,1970-11-11,25,68%,12,32%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Townsend Saunders,165.1,170.0,NA,Orthodox,NA,0,0%,2,100%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Ben Saunders,187.96,170.0,195.58,Orthodox,1983-04-13,22,59%,13,35%,2,5%,0.0,0%,3.23,NA,3.58,51%,0.2,NA,66%
Chad W. Saunders,177.8,170.0,NA,Orthodox,NA,7,78%,2,22%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Chris Saunders,172.72,155.0,NA,NA,1986-03-11,16,67%,8,33%,0,0%,0.0,0%,1.48,22%,2.96,75%,3.7,NA,0%
Christien Savoie,180.34,170.0,182.88,Orthodox,1992-08-29,10,77%,2,15%,1,8%,0.0,0%,1.39,45%,6.95,23%,0.0,NA,12%
Lumumba Sayers,182.88,185.0,NA,NA,1978-06-30,6,55%,5,45%,0,0%,0.0,0%,2.54,41%,2.37,48%,7.63,75%,0%
Matt Sayles,170.18,155.0,172.72,Orthodox,1994-02-21,8,67%,4,33%,0,0%,0.0,0%,4.83,41%,2.81,61%,0.36,16%,81%
Brandon Sayles,195.58,265.0,NA,NA,1981-04-23,5,83%,1,17%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Mikheil Sazhiniani,182.88,205.0,180.34,Orthodox,1996-10-05,13,81%,3,19%,0,0%,0.0,0%,2.27,28%,3.03,52%,0.0,NA,100%
Mark Scanlon,175.26,170.0,NA,Orthodox,NA,9,82%,2,18%,0,0%,0.0,0%,2.2,35%,3.33,48%,3.0,75%,25%
Eric Schafer,190.5,185.0,193.04,Orthodox,1977-09-20,14,58%,8,33%,2,8%,0.0,0%,1.89,34%,3.38,56%,1.81,36%,50%
Kerry Schall,187.96,265.0,NA,Orthodox,1971-08-09,24,63%,13,34%,0,0%,1.0,3%,0.94,11%,4.84,63%,0.0,NA,0%
Eric Schambari,180.34,185.0,NA,Orthodox,1978-04-22,15,71%,6,29%,0,0%,0.0,0%,1.43,42%,1.07,54%,3.0,42%,0%
Brendan Schaub,193.04,245.0,198.12,Orthodox,1983-03-18,10,67%,5,33%,0,0%,0.0,0%,2.92,37%,2.22,57%,2.32,46%,72%
Matheus Scheffel,187.96,205.0,190.5,Orthodox,1992-11-04,14,67%,7,33%,0,0%,0.0,0%,1.33,36%,3.0,47%,0.0,NA,100%
Antonio Schembri,175.26,205.0,NA,Orthodox,1974-06-01,5,50%,5,50%,0,0%,0.0,0%,0.72,26%,2.12,55%,1.31,NA,0%
Fabiano Scherner,190.5,257.0,NA,Orthodox,1972-06-30,11,46%,10,42%,0,0%,3.0,12%,1.31,31%,3.2,38%,1.09,33%,40%
Samy Schiavo,172.72,155.0,NA,Orthodox,1975-12-24,10,62%,6,38%,0,0%,0.0,0%,1.68,34%,2.62,38%,0.94,NA,66%
Pat Schilling,172.72,145.0,NA,Orthodox,1988-08-28,5,71%,2,29%,0,0%,0.0,0%,1.87,26%,8.24,52%,0.0,NA,0%
Joe Schilling,190.5,185.0,NA,NA,NA,2,29%,5,71%,0,0%,0.0,0%,2.84,52%,2.64,48%,0.0,NA,44%
Semmy Schilt,208.28,265.0,NA,Orthodox,1973-10-27,26,63%,14,34%,1,2%,0.0,0%,1.2,NA,1.31,53%,0.0,NA,47%
Adam Schindler,172.72,155.0,NA,NA,1983-05-19,10,62%,6,38%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Daniel Schmitt,NA,185.0,NA,NA,NA,2,40%,3,60%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Colleen Schneider,NA,135.0,NA,NA,NA,11,61%,7,39%,0,0%,0.0,0%,2.17,48%,2.5,NA,2.5,NA,60%
Matt Schnell,172.72,125.0,177.8,Orthodox,1990-01-15,16,62%,9,35%,0,0%,1.0,4%,4.39,39%,4.64,55%,0.56,NA,50%
Alex Schoenauer,190.5,185.0,NA,Orthodox,1976-05-05,15,60%,10,40%,0,0%,0.0,0%,1.22,NA,2.27,42%,0.0,NA,22%
Bailey Schoenfelder,190.5,265.0,193.04,Orthodox,1997-09-22,5,83%,1,17%,0,0%,0.0,0%,NA,NA,9.86,53%,0.0,NA,0%
Darrill Schoonover,187.96,220.0,NA,Orthodox,1985-07-18,14,64%,8,36%,0,0%,0.0,0%,1.2,33%,4.35,38%,0.0,NA,50%
Bob Schrijber,182.88,240.0,NA,Orthodox,NA,20,53%,17,45%,1,3%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Nate Schroeder,185.42,230.0,NA,NA,NA,11,52%,10,48%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Lacey Schuckman,160.02,125.0,NA,NA,NA,11,52%,10,48%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Mark Schultz,175.26,200.0,NA,Orthodox,NA,1,50%,1,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Wes Schultz,187.96,185.0,195.58,Orthodox,1996-08-09,6,75%,2,25%,0,0%,0.0,0%,5.16,45%,5.38,46%,3.36,25%,0%
Brian Schwartz,190.5,170.0,NA,Orthodox,NA,1,50%,1,50%,0,0%,0.0,0%,1.27,44%,0.87,45%,0.0,NA,50%
Eric Schwartz,NA,205.0,NA,NA,NA,2,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Justin Scoggins,170.18,125.0,167.64,Southpaw,1992-05-02,11,69%,5,31%,0,0%,0.0,0%,3.56,51%,2.16,55%,3.42,63%,82%
Brad Scott,185.42,170.0,193.04,Orthodox,1989-06-24,11,65%,6,35%,0,0%,0.0,0%,3.52,41%,4.31,57%,0.32,15%,63%
Greg Scott,175.26,145.0,NA,NA,NA,3,43%,4,57%,0,0%,0.0,0%,3.9,55%,7.79,37%,11.69,NA,0%
Louis Lee Scott,NA,135.0,NA,NA,2000-02-26,8,100%,0,0%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Zachary Scroggin,190.5,170.0,187.96,Orthodox,1996-03-09,7,88%,1,12%,0,0%,0.0,0%,2.4,37%,8.8,68%,0.0,NA,0%
Mike Seal,193.04,185.0,NA,Orthodox,NA,13,43%,15,50%,1,3%,1.0,3%,5.5,68%,3.33,NA,0.0,NA,33%
Matt Secor,182.88,170.0,NA,NA,1986-09-26,8,67%,4,33%,0,0%,0.0,0%,0.51,NA,0.81,NA,3.03,NA,0%
Kenneth Seegrist,182.88,185.0,NA,Orthodox,NA,4,36%,7,64%,0,0%,0.0,0%,3.21,66%,1.28,NA,0.0,NA,40%
Neil Seery,162.56,125.0,162.56,Orthodox,1979-08-30,16,55%,13,45%,0,0%,0.0,0%,3.56,41%,3.79,58%,0.78,27%,53%
Rony Sefo,175.26,225.0,NA,Orthodox,NA,0,0%,2,100%,0,0%,0.0,0%,NA,NA,0.43,NA,0.0,NA,0%
Ray Sefo,182.88,240.0,NA,Orthodox,1971-02-15,2,50%,2,50%,0,0%,0.0,0%,0.86,31%,1.71,72%,0.0,NA,66%
Brendan Seguin,182.88,185.0,NA,NA,1976-07-03,23,53%,19,44%,1,2%,0.0,0%,2.6,45%,0.6,84%,5.0,62%,100%
Tetsuya Seki,177.8,155.0,NA,NA,1994-02-08,14,61%,8,35%,1,4%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
Stefan Sekulic,182.88,170.0,190.5,Southpaw,1992-02-12,12,75%,4,25%,0,0%,0.0,0%,1.83,NA,2.83,64%,2.0,33%,25%
Pete Sell,180.34,170.0,190.5,Orthodox,1982-08-05,10,59%,7,41%,0,0%,0.0,0%,2.6,42%,3.65,51%,0.91,21%,47%
Matthew Semelsberger,185.42,170.0,190.5,Switch,1992-11-23,11,58%,8,42%,0,0%,0.0,0%,3.77,42%,4.24,54%,1.01,57%,45%
Andrei Semenov,182.88,185.0,NA,Orthodox,1977-06-17,34,76%,9,20%,2,4%,0.0,0%,0.78,15%,2.44,NA,1.74,NA,55%
Mackens Semerzier,175.26,145.0,182.88,Orthodox,1980-11-03,8,62%,4,31%,0,0%,1.0,8%,2.91,45%,3.48,46%,2.14,NA,50%
Brandon Sene,180.34,205.0,NA,NA,1981-05-21,2,50%,2,50%,0,0%,0.0,0%,NA,NA,NA,NA,0.0,NA,0%
